candidate_id,skill,evidence_text,source_url,source_type
CAND_0001,pandas,"and Python libraries including Pandas, NumPy, Matplotlib,",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,python,"and Python libraries including Pandas, NumPy, Matplotlib,",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,beautifulsoup,I also have experience in web scraping using BeautifulSoup,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,selenium,"and Selenium, allowing me to collect and analyze data efficiently.",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,machine learning,Data Science and Machine learning,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,python,transforming raw data into meaningful insights using Python.,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,machine learning,"Built machine learning projects using Python and Scikit-learn,",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,python,"Built machine learning projects using Python and Scikit-learn,",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,scikit-learn,"Built machine learning projects using Python and Scikit-learn,",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,beautifulsoup,Developed web scraping solutions using Selenium and BeautifulSoup,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,selenium,Developed web scraping solutions using Selenium and BeautifulSoup,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,machine learning,Artificial Intelligence and Machine Learning.,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,python,"Python, SQL, analytics, visualization and more.",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,sql,"Python, SQL, analytics, visualization and more.",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,python,Python,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,sql,SQL,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,html,HTML,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,css,CSS,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,javascript,JavaScript,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,excel,Excel,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,power bi,Power BI,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,pandas,Pandas,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,numpy,NumPy,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,beautifulsoup,BeautifulSoup,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,selenium,Selenium,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,deep learning,"Advanced Data Science with Machine Learning , Deep Learning and Gen AI",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,machine learning,"Advanced Data Science with Machine Learning , Deep Learning and Gen AI",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,machine learning,Artificial Intelligence and Machine Learning,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,python,"Entri Elevate, where I am strengthening my skills in Python,",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,machine learning,"SQL, Data Analytics, Machine Learning, Data Visualization,",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,sql,"SQL, Data Analytics, Machine Learning, Data Visualization,",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,python,"Analyzed restaurant datasets using Python to identify trends,",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,beautifulsoup,BeautifulSoup and Selenium for data analysis and automation.,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,selenium,BeautifulSoup and Selenium for data analysis and automation.,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,machine learning,Exploring new machine learning ideas and practical,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,git,Git,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,github,GitHub,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,jupyter,Jupyter Notebook,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,machine learning,"analytical thinking, programming, and machine learning techniques",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,machine learning,"I use Python, data analysis, and machine learning techniques",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,python,"I use Python, data analysis, and machine learning techniques",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,statistics,"learning, statistical analysis, and predictive modeling.",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,python,Python Development,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,machine learning,"Proficient in Python for data analysis, automation, machine learning,",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,python,"Proficient in Python for data analysis, automation, machine learning,",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,numpy,and building practical solutions with libraries such as Pandas and NumPy.,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,pandas,and building practical solutions with libraries such as Pandas and NumPy.,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,selenium,Build automated data collection workflows using Selenium and,https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
CAND_0001,beautifulsoup,"BeautifulSoup to extract, process, and organize information from websites.",https://varshh-hub.github.io/VARSHA---portfolio,portfolio_page
